"Current Assigned Rank","Preference","Start Date","Duration","Grade","Region","Sub-Region","Area(Sector)","Dual Training Programme","Places Available","Description","Programme Name","Programme Number","Tags"
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 11","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Wigan 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 12","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Oldham 12/12, Manchester Royal Infirmary 12/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 13","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Stockport 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 14","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Bolton 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 15","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Blackpool 12/12, Preston 12/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 2","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Chorley 6/12, Preston 18/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 3","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Manchester Royal Infirmary 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 4","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Salford Royal 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 5","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","North Manchester 6/12, Oldham 12/12, North Manchester 6/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 6","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Manchester Royal Infirmary 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 7","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Manchester Royal Infirmary 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 8","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Wythenshawe 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - ACCS- 9","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","1","Blackburn 24/12 - For further information please visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","North West - Greater Manchester, Lancashire and South Cumbria - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England North West","Health Education England North West - Greater Manchester, Lancashire and South Cumbria","-","","18","CT1 Anaesthetics training in the Greater Manchester and Lancashire region. Please refer to the following web site link for further details https://www.nwpgmd.nhs.uk/Specialty_Schools/Anaesthetics","","",""
"X","South West Peninsula - Cornwall - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","5","ACCS Anaesthesia Post for Three years.","","",""
"X","South West Peninsula - Cornwall - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","2","Core Anaesthesia Post for Two years.","","",""
"X","South West Peninsula - Exeter - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","3","ACCS Anaesthesia Post for Three years.","","",""
"X","South West Peninsula - Exeter - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","1","Core Anaesthesia Post for Two years.","","",""
"X","South West Peninsula - North Devon - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","2","ACCS Anaesthesia Post for Three years.","","",""
"X","South West Peninsula - North Devon - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","2","Core Anaesthesia Post for Two years.","","",""
"X","South West Peninsula - Plymouth - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","4","ACCS Anaesthesia Post for Three years.","","",""
"X","South West Peninsula - Plymouth - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","0","Core Anaesthesia Post for Two years.","","",""
"X","South West Peninsula - Taunton - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","2","ACCS Anaesthesia Post for Three years.","","",""
"X","South West Peninsula - Taunton - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","3","Core Anaesthesia Post for Two years.","","",""
"X","South West Peninsula - Torbay - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","3","ACCS Anaesthesia Post for Three years.","","",""
"X","South West Peninsula - Torbay - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Peninsula","-","","2","Core Anaesthesia Post for Two years.","","",""
"X","South West Severn -  Gloucestershire Hospitals - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Severn","-","","6","In the 1st 2 years you will spend 6 months in each of the following specialties, Intensive Care Medicine, Anaesthetics, Acute Medicine and Emergency Medicine based in either of the Gloucestershire Hospitals,  year 3 in the Severn footprint, exact location TBC.","","",""
"X","South West Severn - Gloucestershire - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Severn","-","","1","Severn Core Anaesthetics - Gloucestershire Hospitals NHS Foundation Trust (24 months)","","",""
"X","South West Severn - North Bristol NHS Foundation Trust - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Severn","-","","2","In the 1st 2 years you will spend 6 months in each of the following specialties, Intensive Care Medicine, Anaesthetics, Acute Medicine and Emergency Medicine based in Southmead Hospital Bristol,  year 3 in the Severn footprint, exact location TBC.","","",""
"X","South West Severn - Royal United Hospital Bath - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Severn","-","","2","In the 1st 2 years you will spend 6 months in each of the following specialties, Intensive Care Medicine, Anaesthetics, Acute Medicine and Emergency Medicine based in Bath,  year 3 in the Severn footprint, exact location TBC.","","",""
"X","South West Severn - The Great Western Hospital Swindon - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Severn","-","","1","In the 1st 2 years you will spend 6 months in each of the following specialties, Intensive Care Medicine, Anaesthetics, Acute Medicine and Emergency Medicine based in Swindon,  year 3 in the Severn footprint, exact location TBC.","","",""
"X","South West Severn - University Hospital Bristol NHS Trust and Weston - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England South West","Health Education England South West - Severn","-","","4","In the 1st 2 years you will spend 6 months in each of the following specialties, Intensive Care Medicine, Anaesthetics, Acute Medicine and Emergency Medicine based in Bristol or Weston,  year 3 in the Severn footprint, exact location TBC.","","",""
"X","South West Severn - Yeovil & Bristol (NBT) - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England South West","Health Education England South West - Severn","-","","2","Severn Core Anaesthetics - Yeovil District Hospital and Southmead Hospital (24 months)","","",""
"X","Thames Valley-Berkshire-ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Thames Valley","-","-","","1","Year 1 - Royal Berkshire NHS Foundation Trust (Royal Berkshire Hospital) Acute Medicine 6 months, Oxford University Hospitals NHS Foundation Trust (John Radcliffe Hospital) Emergency Medicine 6 Months. Year 2 - Royal Berkshire NHS Foundation Trust (Royal Berkshire Hospital Anaesthetics / ITU. Year 3 - TBC","","",""
"X","Thames Valley-Berkshire-Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England Thames Valley","-","Berkshire Scheme","","1","Year 1 - Royal Berkshire NHS Foundation Trust (Royal Berkshire Hospital). Year 2 TBC","","",""
"X","Thames Valley-Buckinghamshire- ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Thames Valley","-","-","","1","Year 1 - Buckinghamshire Healthcare NHS Trust (Stoke Mandeville Hospital) Emergency Medicine 6 months, Acute Medicine 6 months. Year 2  - Milton Keynes University Hospital NHS Foundation Trust (Milton Keynes Hospital) Anaesthetics / ITU. Year 3 - TBC","","",""
"X","Thames Valley-Buckinghamshire-Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England Thames Valley","-","-","","5","Year 1 - Buckinghamshire Healthcare NHS Trust (Stoke Mandeville Hospital / Wycombe Hospital. Year 2 TBC","","",""
"X","Thames Valley-Milton Keynes -ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Thames Valley","-","-","","1","Year 1 - Milton Keynes University Hospital NHS Foundation Trust (Milton Keynes Hospital) Acute Medicine 6 months, Emergency Medicine 6 months. Year 2 - Milton Keynes University Hospital NHS Foundation Trust (Milton Keynes Hospital) Anaesthetics / ITU. Year 3 - TBC.","","",""
"X","Thames Valley-Oxford-ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Thames Valley","-","Oxfordshire Scheme","","1","Year 1 - Oxford University Hospitals NHS Foundation Trust ( Horton Hospital) Acute Medicine 6 months, Emergency Medicine 6 months (JR)Year 2 - Frimley Health NHS Foundation Trust (Wexham Park Hospital) Anaesthetics / ITU.Year 3 - TBC.","","",""
"X","Thames Valley-Oxford-Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England Thames Valley","-","Banbury","","2","Year 1 - Oxford University Hospitals NHS Foundation Trust  Year 2 TBC","","",""
"X","Wales - North - ACCS - 1","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - North","-","","1","ACCS Anaesthetics - 36 months, Ysbyty Gwynedd, Bangor","","",""
"X","Wales - North - ACCS - 2","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - North","-","","1","ACCS Anaesthetics - 36 months, Wrexham Maelor Hospital, Wrexham","","",""
"X","Wales - North - CT1 - Aug - Core - 1","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - North","-","","1","Core Anaesthetics - 18 months Ysbyty Gwynedd Bangor, 6 months Glan Clwyd Hospital, Rhyl","","",""
"X","Wales - North - CT1 - Aug - Core - 2","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - North","-","","1","Core Anaesthetics - 18 months Ysbyty Gwynedd Bangor, 6 months Glan Clwyd Hospital, Rhyl","","",""
"X","Wales - North - CT1 - Aug - Core - 3","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - North","-","","1","Core Anaesthetics - 18 months Glan Clwyd Hospital, Rhyl, 6 months Ysbyty Gwynedd Bangor","","",""
"X","Wales - North - CT1 - Aug - Core - 4","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - North","-","","1","Core Anaesthetics - 18 months Glan Clwyd Hospital, Rhyl, 6 months Ysbyty Gwynedd Bangor","","",""
"X","Wales - North - CT1 - Aug - Core - 5","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - North","-","","1","Core Anaesthetics - 24 months Wrexham Maelor Hospital","","",""
"X","Wales - South - ACCS - 1","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - ACCS - 2","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - ACCS - 3","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - ACCS - 4","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - ACCS - 5","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months, UHW, Cardiff and Vale Health Board","","",""
"X","Wales - South - ACCS - 6","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months, UHW, Cardiff and Vale Health Board","","",""
"X","Wales - South - ACCS - 7","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months, Morriston Hospital, Swansea","","",""
"X","Wales - South - ACCS - 8","04/08/2021 00:00:00","36","Core Training Year 1","Wales","Wales - South","-","","1","ACCS Anaesthetics - 36 months, Morriston Hospital, Swansea","","",""
"X","Wales - South - CT1 - Aug - Core - 10","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months UHW Cardiff","","",""
"X","Wales - South - CT1 - Aug - Core - 11","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Cwm Taf Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 12","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Cwm Taf Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 13","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Cwm Taf Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 14","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Glangwili Hospital, Carmarthen","","",""
"X","Wales - South - CT1 - Aug - Core - 15","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Glangwili Hospital, Carmarthen","","",""
"X","Wales - South - CT1 - Aug - Core - 16","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Glangwili Hospital, Carmarthen","","",""
"X","Wales - South - CT1 - Aug - Core - 17","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 18","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Morriston Hospital, Swansea","","",""
"X","Wales - South - CT1 - Aug - Core - 19","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Morriston Hospital, Swansea","","",""
"X","Wales - South - CT1 - Aug - Core - 20","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Morriston Hospital, Swansea","","",""
"X","Wales - South - CT1 - Aug - Core - 21","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Morriston Hospital, Swansea","","",""
"X","Wales - South - CT1 - Aug - Core - 22","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Cwm Taf Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 23","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Cwm Taf Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 24","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 18 months UHW Cardiff, 6 months Cwm Taf Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 6","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 7","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 8","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Aneurin Bevan University Health Board","","",""
"X","Wales - South - CT1 - Aug - Core - 9","04/08/2021 00:00:00","24","Core Training Year 1","Wales","Wales - South","-","","1","Core Anaesthetics - 24 months Aneurin Bevan University Health Board","","",""
"X","Wessex - ACCS - 1","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Wessex","-","-","","1","Wessex - Poole - ACCS - Year 4 location TBC","","",""
"X","Wessex - ACCS - 2","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Wessex","-","-","","1","Wessex - Portsmouth - ACCS - Year 4 location TBC","","",""
"X","Wessex - ACCS - 3","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Wessex","-","-","","1","Wessex - Southampton - ACCS - Year 4 location TBC","","",""
"X","Wessex - Core - 1","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Wessex","-","-","","5","Core Anaesthetics  East Side of the Region","","",""
"X","Wessex - Core - 2","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England Wessex","-","-","","5","Core Anaesthetics  West Side of the Region","","",""
"X","West Midlands  - All Regions- ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England West Midlands","-","-","","35","You will be arbitrarily placed in a School of Anaesthesia for year 1 based on the hospital you are allocated to. (Birmingham, Warwickshire, Stoke)This placement in a School is purely administrative at this stage and will have no effect on your training. In year 2 you will be allocated to a placement  in the same hospital or geographically close as far as is possible.There is however no guarantee. The hospital in which you are placed in year 2 will dictate which School of Anaesthesia you are allocated to and thus which teaching programme and ARCP panel will apply to you. In year 3 you will join the Core Anaesthesia training programme for a further two years, these placements will again hopefully be within the same School of Anaesthesia that you have been allocated but there is no guarantee and you may be moved to a hospital in another School within the West Midlands region.","","",""
"X","West Midlands - Birmingham School - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England West Midlands","-","-","","4","Birmingham School of Anaesthesia CT1 Core Anaesthetics Please visit http://www.thebsa.info/ for information regarding this school","","",""
"X","West Midlands - Stoke-On-Trent School - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England West Midlands","-","-","","1","Stoke-on-Trent School of Anaesthesia CT1 Core Anaesthetics Please visit http://stokeanaesthesia.org.uk/ for information regarding this school","","",""
"X","West Midlands - Warwickshire School - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England West Midlands","-","-","","0","Warwickshire School Of Anaesthesia CT1 Core Anaesthetics Please visit http://www.wsoa.org.uk/ for information regarding this school","","",""
"X","Yorkshire and the Humber - North & East Yorkshire & Northern Lincolnshire - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Yorkshire and the Humber","-","-","","8","ACCS Anaesthesia post in North/East Yorkshire.  For further details please visit http://www.yorksandhumberdeanery.nhs.uk/anaesthesia/regional_training_programmes/east/","","",""
"X","Yorkshire and the Humber - North & East Yorkshire & Northern Lincolnshire - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England Yorkshire and the Humber","-","-","","0","Core Anaesthesia post in North/East Yorkshire.  For further details visit http://www.yorksandhumberdeanery.nhs.uk/anaesthesia/regional_training_programmes/east/","","",""
"X","Yorkshire and the Humber - South Yorkshire - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Yorkshire and the Humber","-","-","","10","ACCS Anaesthesia post in South Yorkshire.  For further details please visit http://www.yorksandhumberdeanery.nhs.uk/anaesthesia/regional_training_programmes/south/","","",""
"X","Yorkshire and the Humber - South Yorkshire - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England Yorkshire and the Humber","-","-","","0","Core Anaesthesia post in South Yorkshire.  For further details please visit http://www.yorksandhumberdeanery.nhs.uk/anaesthesia/regional_training_programmes/south/","","",""
"X","Yorkshire and the Humber - West Yorkshire - ACCS","04/08/2021 00:00:00","36","Core Training Year 1","Health Education England Yorkshire and the Humber","-","-","","13","ACCS Anaesthesia post in West Yorkshire.  For further details please visit http://www.yorksandhumberdeanery.nhs.uk/anaesthesia/regional_training_programmes/west/","","",""
"X","Yorkshire and the Humber - West Yorkshire - Core","04/08/2021 00:00:00","24","Core Training Year 1","Health Education England Yorkshire and the Humber","-","-","","4","Core Anaesthesia post in West Yorkshire.  For further details please visit http://www.yorksandhumberdeanery.nhs.uk/anaesthesia/regional_training_programmes/west/","","",""
